item_canonical,canonical_norm,item_id_propose,label_fr_propose,item_code,taxo_l1,taxo_l3,score,confiance,nb_lignes,prix_moyen,annees,valider_oui_non
Yop lait cerise (plaquette de 4),yop lait cerise,yop_lait_cerise_plaquette_4,Yop lait cerise (plaquette de 4),LG-202603-001489,Alimentation,Lait,1.0,AUTO,24,1314.0,2023-2026,OUI
Assiettes jetable,assiettes jetable,assiettes_jetable,Assiettes jetable,LG-202603-000073,Art de la table,Assiette,1.0,AUTO,23,1701.608695652174,2024-2026,OUI
Baguette wotine,baguette wotine,baguette_wotine,Baguette wotine,LG-202603-000090,Divers,Baguette,1.0,AUTO,23,17029.304347826088,2023-2026,OUI
Betonnière,betonnière,betonniere,Betonnière,LG-202603-000115,Construction,Beton,1.0,AUTO,23,377039.82608695654,2023-2026,OUI
Câble de distribution U1000R 02 V 5x6 mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,23,31739.782608695652,2023-2026,OUI
Cahier ordinaire de 100 pages,cahier ordinaire pages,cahier_100_pages,Cahier ordinaire de 100 pages,LG-202603-000295,Fournitures bureau,Cahier,1.0,AUTO,23,1909.4782608695652,2024-2026,OUI
Cahier ordinaire de 200 pages,cahier ordinaire pages,cahier_100_pages,Cahier ordinaire de 100 pages,LG-202603-000295,Fournitures bureau,Cahier,1.0,AUTO,23,1905.0,2024-2026,OUI
Cahier ordinaire de 32 pages,cahier ordinaire pages,cahier_100_pages,Cahier ordinaire de 100 pages,LG-202603-000295,Fournitures bureau,Cahier,1.0,AUTO,23,2049.6521739130435,2024-2026,OUI
Cahier ordinaire de 50 pages,cahier ordinaire pages,cahier_100_pages,Cahier ordinaire de 100 pages,LG-202603-000295,Fournitures bureau,Cahier,1.0,AUTO,23,2386.608695652174,2024-2026,OUI
Cartes de vœux sans couleur,cartes sans couleur,cartes_vœux_couleur,Cartes de vœux sans couleur,LG-202603-000341,Divers,Couleur,1.0,AUTO,23,13013.434782608696,2023-2026,OUI
Cartouche de café nexpresso volupto,cartouche café nexpresso volupto,cartouche_cafe_nexpresso_volupto,Cartouche de café nexpresso volupto,LG-202603-000345,Alimentation,Cafe,1.0,AUTO,23,55667.913043478264,2023-2026,OUI
Enveloppe format 10x110 et 15x21 cm,enveloppe format,enveloppe_format_10x110_15x21cm,Enveloppe format 10x110 et 15x21 cm,LG-202603-000644,Fournitures bureau,Enveloppe,1.0,AUTO,23,12919.13043478261,2023-2026,OUI
Feutre mine fine à bille (paquet),feutre mine fine bille,feutre_mine_fine_bille_paquet,Feutre mine fine à bille (paquet),LG-202603-000687,Fournitures bureau,Feutre,1.0,AUTO,23,3340.0434782608695,2023-2026,OUI
"Fil emaillé (bobinage) 0,75",fil emaillé,fil_emaille_bobinage_0.72,"Fil emaillé (bobinage) 0,72",LG-202603-000703,Textile,Fil,1.0,AUTO,23,21097.565217391304,2023-2026,OUI
Fonio (Sacs de 100 kG),fonio,fonio_sacs_100kg,Fonio (Sacs de 100 kG),LG-202603-000718,Alimentation,Fonio,1.0,AUTO,23,75192.95652173914,2024-2026,OUI
Gants pour gardien (hand-ball),gants gardien,gants_gardien_football,Gants pour gardien (football),LG-202603-000756,Sante et hygiene,Gants,1.0,AUTO,23,9729.304347826086,2023-2026,OUI
Haricots (Sacs de 100 kG),haricots,haricots_sacs_100kg,Haricots (Sacs de 100 kG),LG-202603-000814,Alimentation,Haricot,1.0,AUTO,23,61433.86956521739,2024-2026,OUI
Location de vehicules de vidange,location vehicules vidange,location_vehicules_vidange,Location de vehicules de vidange,LG-202603-000982,Transport et vehicules,Vidange,1.0,AUTO,23,43078.30434782609,2023-2026,OUI
Location de vehicule (V8),location vehicule,location_vehicule_v8,Location de vehicule (V8),LG-202603-000979,Transport et vehicules,Vehicule,1.0,AUTO,23,68123.21739130435,2023-2026,OUI
Maïs (Sacs de 100 KG),maïs,mais_sacs_100kg,Maïs (Sacs de 100 KG),LG-202603-000991,Plastiques et emballages,Sac,1.0,AUTO,23,25647.739130434784,2024-2026,OUI
Minuterie,minuterie,minuterie,Minuterie,LG-202603-001026,,,1.0,AUTO,23,13403.217391304348,2023-2026,OUI
Ovaltine 750 grammes,ovaltine grammes,ovaltine_750_grammes,Ovaltine 750 grammes,LG-202603-001064,Divers,Grammes,1.0,AUTO,23,2781.8695652173915,2023-2026,OUI
Papier auto collant GF,papier auto collant,papier_auto_collant_gf,Papier auto collant GF,LG-202603-001068,Fournitures bureau,Papier,1.0,AUTO,23,10679.521739130436,2023-2026,OUI
Papier photo 18 x 24,papier photo,papier_photo_18_x_24,Papier photo 18 x 24,LG-202603-001085,Fournitures bureau,Papier,1.0,AUTO,23,6189.260869565217,2023-2026,OUI
Pinces clips 25mn,pinces clips,pinces_clips_25mn,Pinces clips 25mn,LG-202603-001146,,,1.0,AUTO,23,1825.7826086956522,2023-2026,OUI
Riz parfumé 25 Kg,riz parfumé,riz_parfume_25kg,Riz parfumé 25 Kg,LG-202603-001238,Alimentation,Riz,1.0,AUTO,23,14629.608695652174,2024-2026,OUI
Riz parfumé 50 Kg,riz parfumé,riz_parfume_25kg,Riz parfumé 25 Kg,LG-202603-001238,Alimentation,Riz,1.0,AUTO,23,28012.478260869564,2024-2026,OUI
Verre à boire en plastique,verre boire plastique,verre_boire_plastique,Verre à boire en plastique,LG-202603-001439,Construction,Verre,1.0,AUTO,23,3024.4347826086955,2024-2026,OUI
Verre à boire en verre,verre boire verre,verre_boire_verre,Verre à boire en verre,LG-202603-001440,Construction,Verre,1.0,AUTO,23,5839.913043478261,2024-2026,OUI
Biscuitt buenos,biscuitt buenos,biscuitt_buenos,Biscuitt buenos,LG-202603-000167,Alimentation,Biscuits,1.0,AUTO,22,16718.0,2023-2026,OUI
Bloc note PF,bloc note,bloc_note_gf,Bloc note GF,LG-202603-000172,Fournitures bureau,Bloc notes,1.0,AUTO,22,40302.90909090909,2023-2026,OUI
Boite antirouille,antirouille,antirouille,Antirouille,LG-202603-000063,Construction,Antirouille,1.0,AUTO,22,2160.5,2023-2024,OUI
Boîtes de stylo,boîtes stylo,boites_stylo,Boîtes de stylo,LG-202603-000207,Fournitures bureau,Stylo,1.0,AUTO,22,4348.181818181818,2024-2026,OUI
Bulldozer,bulldozer,bulldozer,Bulldozer,LG-202603-000223,Construction,Bulldozer,1.0,AUTO,22,350719.9090909091,2023-2026,OUI
Chemise à rabat en plastique,chemise rabat plastique,chemise_rabat_plastique,Chemise à rabat en plastique,LG-202603-000368,Textile,Chemise,1.0,AUTO,22,21761.0,2023-2026,OUI
Couscous SIPA 500 grammes,couscous sipa grammes,couscous_sipa_500_grammes,Couscous SIPA 500 grammes,LG-202603-000510,Alimentation,Couscous,1.0,AUTO,22,8285.363636363636,2024-2026,OUI
Couteau (Manchette),couteau,couteau_manchette,Couteau (Manchette),LG-202603-000512,Art de la table,Couteau,1.0,AUTO,22,28253.045454545456,2024-2026,OUI
Craie Locale,craie locale,craie_locale,Craie Locale,LG-202603-000522,Fournitures bureau,Craie,1.0,AUTO,22,1438.1818181818182,2024-2026,OUI
Cuillères à café jetable,cuillères café jetable,cuilleres_cafe_jetable,Cuillères à café jetable,LG-202603-000531,Alimentation,Cafe,1.0,AUTO,22,1564.0,2024-2026,OUI
Déodorant ajax liquide (moyenne),déodorant ajax liquide,deodorant_ajax_liquide_moyenne,Déodorant ajax liquide (moyenne),LG-202603-000547,Sante et hygiene,Deodorant,1.0,AUTO,22,1725.1818181818182,2023-2026,OUI
Duplicateur blanc 80gr (format A4),duplicateur blanc,duplicateur_blanc_80gr_format_a4,Duplicateur blanc 80gr (format A4),LG-202603-000556,Fournitures bureau,Duplicateur,1.0,AUTO,22,6399.772727272727,2023-2026,OUI
Eau Oasis petit sachet,eau oasis petit sachet,eau_oasis_petit_sachet,Eau Oasis petit sachet,LG-202603-000581,Alimentation,Eau minerale,1.0,AUTO,22,1498.3636363636363,2023-2026,OUI
Feuille de dessin format A0,feuille dessin format,feuille_dessin_format_a0,Feuille de dessin format A0,LG-202603-000677,Fournitures bureau,Feuille,1.0,AUTO,22,4050.7727272727275,2023-2026,OUI
Feuille de dessin format A2,feuille dessin format,feuille_dessin_format_a0,Feuille de dessin format A0,LG-202603-000677,Fournitures bureau,Feuille,1.0,AUTO,22,4001.8636363636365,2023-2026,OUI
Fiche pour courrier,fiche courrier,fiche_courrier,Fiche pour courrier,LG-202603-000695,,,1.0,AUTO,22,7991.5,2023-2026,OUI
"Fil emaillé (bobinage) 0,72",fil emaillé,fil_emaille_bobinage_0.72,"Fil emaillé (bobinage) 0,72",LG-202603-000703,Textile,Fil,1.0,AUTO,22,17304.545454545456,2023-2026,OUI
"Fil emaillé (bobinage) 0,90",fil emaillé,fil_emaille_bobinage_0.72,"Fil emaillé (bobinage) 0,72",LG-202603-000703,Textile,Fil,1.0,AUTO,22,23071.636363636364,2023-2026,OUI
Filtre à café n°4,filtre café,filtre_cafe_n°4,Filtre à café n°4,LG-202603-000711,Alimentation,Cafe,1.0,AUTO,22,2913.2727272727275,2023-2026,OUI
Huile d'olive 25 Litres,huile olive litres,huile_olive_25_litres,Huile d'olive 25 Litres,LG-202603-000840,Alimentation,Huile,1.0,AUTO,22,114411.09090909091,2023-2026,OUI
Lait en poudre Nido/boîte de 2.500kg,lait poudre nido boîte,lait_poudre_nido_boite_2.500kg,Lait en poudre Nido/boîte de 2.500kg,LG-202603-000946,Alimentation,Lait,1.0,AUTO,22,111489.72727272728,2024-2026,OUI
Mouchoir papier,mouchoir papier,mouchoir_papier,Mouchoir papier,LG-202603-001035,Fournitures bureau,Papier,1.0,AUTO,22,20845.863636363636,2023-2026,OUI
Paumelles à souder 100,paumelles souder,paumelles_souder_100,Paumelles à souder 100,LG-202603-001107,Construction,Soudure,1.0,AUTO,22,5318.545454545455,2024-2026,OUI
Thé Zam zam,thé zam zam,the_zam_zam,Thé Zam zam,LG-202603-001363,,,1.0,AUTO,22,18002.272727272728,2024-2026,OUI
Viande avec os,viande,viande_os,Viande avec os,LG-202603-001444,,,1.0,AUTO,22,2694.681818181818,2023-2024,OUI
Viande sans os,viande sans,viande_bœuf_os,Viande de Bœuf sans os,LG-202603-001443,,,1.0,AUTO,22,3213.2727272727275,2023-2024,OUI
Assiettes en plastique,assiettes plastique,assiettes_plastique,Assiettes en plastique,LG-202603-000074,Art de la table,Assiette,1.0,AUTO,21,2694.5238095238096,2024-2026,OUI
Assiettes en verre,assiettes verre,assiettes_verre,Assiettes en verre,LG-202603-000076,Construction,Verre,1.0,AUTO,21,22073.761904761905,2024-2026,OUI
Biscuit fourré (petit ourson) 500grammes,biscuit fourré grammes,biscuit_fourre_petit_ourson_500grammes,Biscuit fourré (petit ourson) 500grammes,LG-202603-000134,Alimentation,Biscuits,1.0,AUTO,21,19863.190476190477,2023-2026,OUI
Biscuits palmito,biscuits palmito,biscuits_palmito,Biscuits palmito,LG-202603-000163,Alimentation,Biscuits,1.0,AUTO,21,23124.61904761905,2023-2026,OUI
Bois rouge ep 04 larg 30cm,bois rouge larg,bois_rouge_ep_04_larg_30cm,Bois rouge ep 04 larg 30cm,LG-202603-000183,Construction,Bois,1.0,AUTO,21,12516.666666666668,2024-2026,OUI
Bombe aérosol déodorant GF 0R0,bombe aérosol déodorant,bombe_aerosol_deodorant_gf_0r0,Bombe aérosol déodorant GF 0R0,LG-202603-000210,Sante et hygiene,Deodorant,1.0,AUTO,21,1919.8095238095239,2023-2026,OUI
Câble de raccordement pré moule,câble raccordement pré moule,cable_raccordement_pre_moule,Câble de raccordement pré moule,LG-202603-000247,Electricite,Cable,1.0,AUTO,21,37163.95238095238,2023-2026,OUI
"Câble TH 2,5 mm2",câble,cable_th_1.5_rouleaux,"Câble TH 1,5 (rouleaux)",LG-202603-000252,Electricite,Cable,1.0,AUTO,21,17650.190476190477,2023-2024,OUI
Câble VGV,câble vgv,cable_vgv,Câble VGV,LG-202603-000257,Electricite,Cable,1.0,AUTO,21,36196.333333333336,2023-2026,OUI
Carreau de ciment 50/50,carreau ciment,carreau_ciment_120_60,Carreau de ciment 120/60,LG-202603-000323,Construction,Ciment,1.0,AUTO,21,8134.9047619047615,2024-2026,OUI
Chemise de signature,chemise signature,chemise_signature,Chemise de signature,LG-202603-000370,Textile,Chemise,1.0,AUTO,21,20834.904761904763,2023-2026,OUI
chevrons blanc 8x8,chevrons blanc,chevrons_blanc_8x8,chevrons blanc 8x8,LG-202603-000378,Construction,Chevrons,1.0,AUTO,21,8311.619047619048,2024-2026,OUI
Coins de lettres,coins lettres,coins_lettres,Coins de lettres,LG-202603-000413,Fournitures bureau,Coins,1.0,AUTO,21,2730.190476190476,2023-2026,OUI
Colle pour bois,colle bois,colle_bois,Colle pour bois,LG-202603-000416,Construction,Bois,1.0,AUTO,21,3091.714285714286,2024-2026,OUI
"Correcteur Blanc avec diluant blanc 
Retype",correcteur blanc diluant blanc retype,correcteur_blanc_diluant_blanc_retype,"Correcteur Blanc avec diluant blanc 
Retype",LG-202603-000490,Construction,Diluant,1.0,AUTO,21,1147.2857142857142,2023-2024,OUI
Couverture cartonnée pour reliure,couverture cartonnée reliure,couverture_cartonnee_reliure,Couverture cartonnée pour reliure,LG-202603-000516,Fournitures bureau,Reliure,1.0,AUTO,21,4207.571428571428,2023-2024,OUI
Duplicateur 64gr (format A4),duplicateur,duplicateur_64gr_format_a4,Duplicateur 64gr (format A4),LG-202603-000555,Fournitures bureau,Duplicateur,1.0,AUTO,21,4664.714285714285,2023-2026,OUI
"Electrode dia 2,50",electrode dia,electrode_dia_2.50,"Electrode dia 2,50",LG-202603-000601,,,1.0,AUTO,21,11555.952380952382,2023-2026,OUI
Engrais (Azote ;Phosphate; Potassuim),engrais,engrais_azote_phosphate_potassuim,Engrais (Azote ;Phosphate; Potassuim),LG-202603-000611,Agriculture,Engrais,1.0,AUTO,21,27652.761904761905,2023-2026,OUI
Ficelle coton,ficelle coton,ficelle_coton,Ficelle coton,LG-202603-000693,,,1.0,AUTO,21,2291.904761904762,2023-2026,OUI
Gallete bretonne (fromage),gallete bretonne,gallete_bretonne_fromage,Gallete bretonne (fromage),LG-202603-000735,Alimentation,Fromage,1.0,AUTO,21,17752.285714285714,2023-2026,OUI
Lait kossam,lait kossam,lait_kossam,Lait kossam,LG-202603-000933,Alimentation,Lait,1.0,AUTO,21,14622.857142857143,2024-2026,OUI
Lait Pura,lait pura,lait_pura,Lait Pura,LG-202603-000959,Alimentation,Lait,1.0,AUTO,21,23830.95238095238,2024-2026,OUI
Mayonnaise LESIEUR (745MI),mayonnaise lesieur,mayonnaise_lesieur_745mi,Mayonnaise LESIEUR (745MI),LG-202603-001012,Alimentation,Mayonnaise,1.0,AUTO,21,21607.47619047619,2023-2026,OUI
Papier reprocopie A3,papier reprocopie,papier_reprocopie_a3,Papier reprocopie A3,LG-202603-001089,Fournitures bureau,Papier,1.0,AUTO,21,11704.904761904761,2023-2024,OUI
Petits crochets pour fenêtre N°4 de 12 pièces,petits crochets fenêtre pièces,petits_crochets_fenetre_n°4_12_pieces,Petits crochets pour fenêtre N°4 de 12 pièces,LG-202603-001137,,,1.0,AUTO,21,2501.9523809523807,2024-2026,OUI
Pose de grands carreaux (m2),pose grands carreaux,pose_grands_carreaux_m2,Pose de grands carreaux (m2),LG-202603-001187,Construction,Carreau,1.0,AUTO,21,1865.952380952381,2023-2026,OUI
Révision de pompe de direction simple,révision pompe direction simple,revision_pompe_direction_simple,Révision de pompe de direction simple,LG-202603-001231,Plomberie et eau,Pompe,1.0,AUTO,21,10208.761904761905,2023-2026,OUI
Riz Super Gambiaka (50 kg),riz super gambiaka,riz_super_gambiaka_100kg,Riz Super Gambiaka (100 kg),LG-202603-001241,Alimentation,Riz,1.0,AUTO,21,24945.333333333332,2024-2026,OUI
Rouleau de conducteur HO 7VK5 de 16/10,rouleau conducteur,rouleau_conducteur_ho_7vk5_16_10,Rouleau de conducteur HO 7VK5 de 16/10,LG-202603-001246,Plastiques et emballages,Rouleau,1.0,AUTO,21,35602.80952380953,2023-2026,OUI
Sachets plastiques PF,sachets plastiques,sachets_plastiques,Sachets plastiques,LG-202603-001260,Plastiques et emballages,Sac,1.0,AUTO,21,822.3809523809524,2024-2026,OUI
Sous-main double plastique,sous main double plastique,sous-main_double_plastique,Sous-main double plastique,LG-202603-001298,Plastiques et emballages,Plastique,1.0,AUTO,21,14829.809523809525,2023-2026,OUI
Tasse moyenne émaillée 4 PCS,tasse moyenne émaillée pcs,tasse_moyenne_emaillee_4_pcs,Tasse moyenne émaillée 4 PCS,LG-202603-001331,Art de la table,Tasse,1.0,AUTO,21,26179.38095238095,2024-2026,OUI
Verre à boire jetable,verre boire jetable,verre_boire_jetable,Verre à boire jetable,LG-202603-001438,Construction,Verre,1.0,AUTO,21,1325.3809523809523,2024-2026,OUI
Agrafes 23/17( 1000 punti/staples),agrafes,agrafes_23_17_1000_punti_staples,Agrafes 23/17( 1000 punti/staples),LG-202603-000034,Fournitures bureau,Agrafe,1.0,AUTO,20,11503.15,2023-2026,OUI
Amidon,amidon,amidon,Amidon,LG-202603-000048,Alimentation,Amidon,1.0,AUTO,20,2724.6,2023-2026,OUI
Biscuit Salé >,biscuit salé,biscuit_sale_>,Biscuit Salé >,LG-202603-000142,Alimentation,Biscuits,1.0,AUTO,20,29914.6,2023-2026,OUI
Bois blanc ep 04 larg 30cm,bois blanc larg,bois_blanc_ep_04_larg_30cm,Bois blanc ep 04 larg 30cm,LG-202603-000178,Construction,Bois,1.0,AUTO,20,11007.95,2024-2026,OUI
"Bois blanc ep 2,5 larg 30cm",bois blanc larg,bois_blanc_ep_04_larg_30cm,Bois blanc ep 04 larg 30cm,LG-202603-000178,Construction,Bois,1.0,AUTO,20,8323.6,2024-2026,OUI
Boisson en cannette UBER,boisson cannette uber,boisson_cannette_uber,Boisson en cannette UBER,LG-202603-000190,Alimentation,Boisson,1.0,AUTO,20,10325.35,2023-2026,OUI
Boisson en cannette vimto,boisson cannette vimto,boisson_cannette_vimto,Boisson en cannette vimto,LG-202603-000191,Alimentation,Boisson,1.0,AUTO,20,10524.2,2023-2026,OUI
Carbone noir à machine,carbone noir machine,carbone_noir_machine,Carbone noir à machine,LG-202603-000320,Services,Carbone,1.0,AUTO,20,5178.9,2023-2026,OUI
Carreau 60/60cm,carreau,carreau_30x60,Carreau 30x60,LG-202603-000321,Construction,Carreau,1.0,AUTO,20,9754.4,2024-2026,OUI
Carreau de ciment 120/60,carreau ciment,carreau_ciment_120_60,Carreau de ciment 120/60,LG-202603-000323,Construction,Ciment,1.0,AUTO,20,12139.9,2024-2026,OUI
Carreau de ciment 40/40,carreau ciment,carreau_ciment_120_60,Carreau de ciment 120/60,LG-202603-000323,Construction,Ciment,1.0,AUTO,20,7236.4,2024-2026,OUI
Chemise dure en carton,chemise dure carton,chemise_dure_carton,Chemise dure en carton,LG-202603-000366,Textile,Chemise,1.0,AUTO,20,38127.1,2023-2026,OUI
chevrons rouge 8x8,chevrons rouge,chevrons_rouge_8x8,chevrons rouge 8x8,LG-202603-000379,Construction,Chevrons,1.0,AUTO,20,9504.6,2024-2026,OUI
Ciment blanc,ciment blanc,ciment_blanc,Ciment blanc,LG-202603-000387,Construction,Ciment,1.0,AUTO,20,249034.2,2024-2026,OUI
Colle blanche Némo,colle blanche némo,colle_blanche_nemo,Colle blanche Némo,LG-202603-000415,Fournitures bureau,Colle,1.0,AUTO,20,2937.3,2024-2026,OUI
Confiture 1KG Carton de 6 pots,confiture carton pots,confiture_1kg_carton_6_pots,Confiture 1KG Carton de 6 pots,LG-202603-000460,Alimentation,Confiture,1.0,AUTO,20,19973.6,2024-2026,OUI
Coquillettes 500 grammes,coquillettes grammes,coquillettes_250_grammes,Coquillettes 250 grammes,LG-202603-000464,Alimentation,Pates,1.0,AUTO,20,15043.95,2023-2026,OUI
Cuillères à soupe jetable,cuillères soupe jetable,cuilleres_soupe_jetable,Cuillères à soupe jetable,LG-202603-000535,Art de la table,Cuillere,1.0,AUTO,20,1451.8,2024-2026,OUI
Déliant,déliant,deliant,Déliant,LG-202603-000546,Construction,Deliant,1.0,AUTO,20,6209.15,2024-2026,OUI
"Electrode dia 3,15",electrode dia,electrode_dia_2.50,"Electrode dia 2,50",LG-202603-000601,,,1.0,AUTO,20,17762.5,2023-2026,OUI
Huile ATF,huile atf,huile_atf,Huile ATF,LG-202603-000820,Alimentation,Huile,1.0,AUTO,20,3070.8,2024-2026,OUI
Huile de Coco,huile coco,huile_coco,Huile de Coco,LG-202603-000825,Alimentation,Huile,1.0,AUTO,20,4091.7,2024-2026,OUI
Jus d’ananas 12 unités,jus ananas unités,jus_ananas_12_unites,Jus d'ananas 12 unités,LG-202603-000880,Alimentation,Jus,1.0,AUTO,20,8234.4,2023-2026,OUI
Marbre du pays 30/30,marbre pays,marbre_pays_30_30,Marbre du pays 30/30,LG-202603-000995,,,1.0,AUTO,20,11252.55,2023-2026,OUI
Mayonnaise Jadida,mayonnaise jadida,mayonnaise_jadida,Mayonnaise Jadida,LG-202603-001010,Alimentation,Mayonnaise,1.0,AUTO,20,16676.95,2024-2026,OUI
Papier listing,papier listing,papier_listing,Papier listing,LG-202603-001079,Fournitures bureau,Papier,1.0,AUTO,20,35760.5,2023-2026,OUI
Pinces clips 32mn,pinces clips,pinces_clips_25mn,Pinces clips 25mn,LG-202603-001146,,,1.0,AUTO,20,2316.65,2023-2026,OUI
Pinces clips 41mn,pinces clips,pinces_clips_25mn,Pinces clips 25mn,LG-202603-001146,,,1.0,AUTO,20,3205.0,2023-2026,OUI
Pointe N°12 (ordinaire),pointe,pointe_n°_2,Pointe n° 2 (ordinaire),LG-202603-001165,,,1.0,AUTO,20,1434.9,2024-2026,OUI
Pointe N°14 (ordinaire),pointe,pointe_n°_2,Pointe n° 2 (ordinaire),LG-202603-001165,,,1.0,AUTO,20,1238.75,2024-2026,OUI
Pointe N°16 (ordinaire),pointe,pointe_n°_2,Pointe n° 2 (ordinaire),LG-202603-001165,,,1.0,AUTO,20,1258.3,2024-2026,OUI
Riz Super Gambiaka (100 kg),riz super gambiaka,riz_super_gambiaka_100kg,Riz Super Gambiaka (100 kg),LG-202603-001241,Alimentation,Riz,1.0,AUTO,20,50657.75,2024-2026,OUI
Sachets plastiques GF,sachets plastiques,sachets_plastiques,Sachets plastiques,LG-202603-001260,Plastiques et emballages,Sac,1.0,AUTO,20,2211.6,2024-2026,OUI
Sachets plastiques MF,sachets plastiques,sachets_plastiques,Sachets plastiques,LG-202603-001260,Plastiques et emballages,Sac,1.0,AUTO,20,1564.5,2024-2026,OUI
Tasses à café duralex Lot de 6,tasses café duralex,tasses_cafe_duralex,Tasses à café duralex,LG-202603-001334,Alimentation,Cafe,1.0,AUTO,20,7461.3,2024-2026,OUI
Thon à l'huile 250 grammes,thon huile grammes,thon_l_huile_250_grammes,Thon à l'huile 250 grammes,LG-202603-001364,Alimentation,Huile,1.0,AUTO,20,30242.35,2023-2026,OUI
Tissu Fancy,tissu fancy,tissu_fancy,Tissu Fancy,LG-202603-001378,Textile,Tissu,1.0,AUTO,20,3259.6,2023-2026,OUI
